"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","PROLIFIC_PID","Age","Gender","Handedness","Native Language","date","expName","psychopyVersion","OS","frameRate","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","preResp.keys","preResp.corr","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","preResp.rt","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt"
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0,"2","[""a"",""l""]",0,"[0.5080000000000382,0.7890000000000441]",0,10,10,9,1,"Practice","bunt","bunt","test","valid","l","bottom","nil","salient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,"3","[""a""]",1,"[0.5509999999999877]",0,11,11,1,1,"Practice","dick","hoch","learn","valid","a","top","top","dick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0,"9","[""a""]",1,"[0.5640000000000214]",0,12,12,5,1,"Practice","dick","hoch","learn","valid","a","bottom","top","dick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0,"6","[""a"",""l""]",0,"[0.4049999999999727,0.7469999999999573]",0,13,13,6,1,"Practice","klar","bunt","learn","valid","l","bottom","bottom","bunt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0,"7","[""l"",""a""]",0,"[0.48500000000001364,0.7080000000000268]",0,14,14,7,1,"Practice","hoch","dick","learn","valid","a","bottom","bottom","dick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,"2","[""a"",""l""]",0,"[0.5020000000000095,1.0260000000000105]",0,15,15,0,1,"Practice","bunt","klar","learn","valid","l","top","top","bunt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","l","bottom","top","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.5459999999999923,0.9879999999999995]",0,0,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","l","top","top","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5279999999999632]",0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","a","top","top","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.40300000000002]",0,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0,"9",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","a","top","bottom","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.4830000000000041,0.785000000000025]",0,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","a","bottom","bottom","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6440000000000055]",0,4,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,"9",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","a","bottom","top","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.40299999999996317]",0,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","l","bottom","bottom","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.44599999999996953]",0,6,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","l","top","bottom","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5429999999999495]",0,7,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","l","bottom","bottom","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5310000000000059]",1,0,8,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,0,"9",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","a","bottom","top","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.32200000000000273,0.6050000000000182]",1,1,9,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","a","top","top","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4460000000000264]",1,2,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,0,"4",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","l","top","bottom","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.5439999999999827,0.7860000000000014]",1,3,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","l","bottom","top","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.464999999999975]",1,4,12,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","l","top","top","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.46500000000003183]",1,5,13,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","a","top","bottom","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.464999999999975]",1,6,14,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","a","bottom","bottom","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.40399999999999636]",1,7,15,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","a","bottom","top","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.44599999999996953]",2,0,16,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","a","top","bottom","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.464999999999975]",2,1,17,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","l","bottom","top","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.42500000000001137,0.6659999999999968]",2,2,18,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","l","top","bottom","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.464999999999975]",2,3,19,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","l","top","top","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.42399999999997817]",2,4,20,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,0,"7",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","a","bottom","bottom","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.48599999999999]",2,5,21,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0,"3",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","a","top","top","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.48699999999996635]",2,6,22,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0,"6",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","l","bottom","bottom","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5439999999999827]",2,7,23,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","l","top","top","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4660000000000082]",3,0,24,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0,"5",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","a","top","top","Kreis",4,NA,NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.42399999999997817,0.7269999999999754]",3,1,25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,25,"female","right","German","2020-11-14_15h20.53.664","Exp3","2020.1.3","Win32",60,"Firefox",1600,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,0,"8",NA,NA,NA,NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","l","bottom","bottom","Markt",4,NA,NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.48799999999999955,0.7290000000000418]",3,2,26,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
